,true,pred
283,1,1
284,1,0
285,1,0
286,1,1
287,0,0
288,1,1
289,0,0
290,1,0
291,1,0
292,1,1
293,0,1
294,0,0
295,1,1
296,0,0
297,0,1
298,1,0
299,0,0
300,0,0
301,0,1
302,0,1
303,0,0
304,0,1
305,1,0
306,1,0
307,0,0
308,0,0
309,1,1
310,0,1
311,1,0
312,0,0
313,0,0
314,1,1
315,1,1
316,0,0
317,1,0
318,1,0
319,0,0
320,0,0
321,1,1
322,1,1
323,1,1
324,1,0
325,1,1
326,1,1
327,1,1
328,1,1
329,1,1
330,0,0
331,1,1
332,1,1
333,1,0
334,0,0
335,1,0
336,1,1
337,1,1
338,1,1
339,0,1
340,0,0
341,1,1
342,1,0
343,1,0
344,0,1
345,0,0
346,1,0
347,0,0
348,1,1
349,0,1
350,1,0
351,1,0
352,1,0
353,1,1
354,0,0
355,1,1
356,0,0
357,1,0
358,1,1
359,1,1
360,1,1
361,0,0
362,0,0
363,0,0
364,1,1
365,1,1
366,1,0
367,1,1
368,0,1
369,0,0
370,1,1
371,0,1
372,1,1
373,1,0
374,0,0
375,1,1
376,0,1
377,0,1
378,1,0
379,1,1
380,0,0
381,0,0
382,1,1
383,0,0
384,1,1
385,0,0
386,0,0
387,1,0
388,0,1
389,0,0
390,0,0
391,1,1
392,1,0
393,0,0
394,0,0
395,0,1
396,1,1
397,1,0
398,1,1
399,1,1
400,1,0
401,1,1
402,0,1
403,1,1
404,0,0
405,0,0
406,0,1
407,1,1
408,0,0
409,1,0
410,0,1
411,0,0
412,1,1
413,0,1
414,0,0
415,0,0
416,0,0
417,1,1
418,0,1
419,1,0
420,1,1
421,1,0
422,0,0
423,0,1
424,1,1
425,0,0
426,0,0
427,1,1
428,1,1
429,1,1
430,1,1
431,0,0
432,1,1
433,1,0
434,1,0
435,1,1
436,1,1
437,1,0
438,1,1
439,0,0
440,0,0
441,1,0
442,0,1
443,1,1
444,0,0
445,0,1
446,0,0
447,1,1
448,0,1
449,1,1
450,1,1
451,0,0
452,1,1
453,0,0
454,1,1
455,0,0
456,1,1
457,1,1
458,0,1
459,1,0
460,0,0
461,0,0
462,1,0
463,0,1
464,1,1
465,1,0
466,1,0
467,0,0
468,1,0
469,0,0
470,1,0
471,1,1
472,1,1
473,1,1
474,1,1
475,0,0
476,1,0
477,1,0
478,1,1
479,0,0
480,0,1
481,1,1
482,0,0
483,0,1
484,1,1
485,0,1
486,0,1
487,1,0
488,1,1
489,0,1
490,1,1
491,1,1
492,1,1
493,1,1
494,1,1
495,1,1
496,1,0
497,1,1
498,0,1
499,0,1
500,0,1
501,0,1
502,1,1
503,1,0
504,1,1
505,0,0
506,1,1
507,0,0
508,1,1
509,0,0
510,1,1
511,1,1
512,0,1
513,1,1
514,0,1
515,0,0
516,1,1
517,0,0
518,1,0
519,1,0
520,1,1
521,0,0
522,1,0
523,1,1
524,1,1
525,0,1
526,1,1
527,0,0
528,1,0
529,0,1
530,0,1
531,1,0
532,0,1
533,0,0
534,0,0
535,1,1
536,0,1
537,1,1
538,0,0
539,0,0
540,0,0
541,1,1
542,1,1
543,1,1
544,0,0
545,1,0
546,1,1
547,1,1
548,0,0
549,1,1
550,0,0
551,0,1
