,true,pred
418,0,0
419,1,1
420,1,1
421,1,1
422,0,1
423,0,1
424,1,0
425,0,0
426,0,0
427,1,1
428,1,1
429,1,0
430,1,0
431,0,1
432,1,1
433,1,1
434,1,1
435,1,0
436,1,0
437,1,1
438,1,1
439,0,1
440,0,1
441,1,0
442,0,1
443,1,0
444,0,1
445,0,0
446,0,1
447,1,0
448,0,1
449,1,0
450,1,1
451,0,0
452,1,1
453,0,1
454,1,0
455,0,0
456,1,0
457,1,1
458,0,1
459,1,1
460,0,1
461,0,0
462,1,1
463,0,1
464,1,1
465,1,1
466,1,1
467,0,1
468,1,0
469,0,1
470,1,1
471,1,0
472,1,1
473,1,1
474,1,1
475,0,0
476,1,0
477,1,1
478,1,1
479,0,1
480,0,0
481,1,1
482,0,1
483,0,1
484,1,1
485,0,1
486,0,1
487,1,1
488,1,1
489,0,1
490,1,0
491,1,1
492,1,1
493,1,0
494,1,1
495,1,1
496,1,1
497,1,0
498,0,1
499,0,0
500,0,1
501,0,0
502,1,1
503,1,1
504,1,1
505,0,0
506,1,0
507,0,0
508,1,1
509,0,1
510,1,1
511,1,0
512,0,1
513,1,1
514,0,1
515,0,1
516,1,1
517,0,1
518,1,1
519,1,0
520,1,1
521,0,0
522,1,1
523,1,0
524,1,0
525,0,1
526,1,0
527,0,1
528,1,1
529,0,1
530,0,0
531,1,1
532,0,0
533,0,0
534,0,0
535,1,1
536,0,1
537,1,1
538,0,1
539,0,0
540,0,1
541,1,0
542,1,0
543,1,0
544,0,0
545,1,0
546,1,1
547,1,0
548,0,0
549,1,0
550,0,1
551,0,1
