,true,pred
283,1,0
284,1,1
285,1,0
286,1,1
287,0,1
288,1,0
289,0,0
290,1,1
291,1,0
292,1,1
293,0,1
294,0,0
295,1,0
296,0,1
297,0,0
298,1,1
299,0,0
300,0,0
301,0,1
302,0,0
303,0,0
304,0,0
305,1,1
306,1,1
307,0,1
308,0,0
309,1,1
310,0,0
311,1,0
312,0,1
313,0,0
314,1,1
315,1,1
316,0,1
317,1,0
318,1,1
319,0,1
320,0,1
321,1,1
322,1,0
323,1,0
324,1,0
325,1,0
326,1,1
327,1,0
328,1,0
329,1,1
330,0,1
331,1,0
332,1,0
333,1,1
334,0,0
335,1,1
336,1,1
337,1,0
338,1,0
339,0,0
340,0,0
341,1,1
342,1,0
343,1,1
344,0,0
345,0,1
346,1,0
347,0,0
348,1,0
349,0,0
350,1,0
351,1,0
352,1,0
353,1,0
354,0,0
355,1,1
356,0,0
357,1,0
358,1,1
359,1,0
360,1,1
361,0,1
362,0,0
363,0,0
364,1,0
365,1,0
366,1,0
367,1,1
368,0,1
369,0,1
370,1,0
371,0,0
372,1,0
373,1,1
374,0,0
375,1,0
376,0,0
377,0,0
378,1,0
379,1,0
380,0,0
381,0,1
382,1,1
383,0,1
384,1,1
385,0,0
386,0,1
387,1,1
388,0,0
389,0,1
390,0,1
391,1,0
392,1,1
393,0,1
394,0,0
395,0,0
396,1,1
397,1,0
398,1,1
399,1,1
400,1,1
401,1,1
402,0,1
403,1,1
404,0,0
405,0,1
406,0,0
407,1,0
408,0,0
409,1,1
410,0,0
411,0,1
412,1,1
413,0,0
414,0,0
415,0,0
416,0,0
417,1,0
418,0,0
419,1,1
420,1,0
421,1,0
422,0,1
423,0,0
424,1,1
425,0,0
426,0,0
427,1,0
428,1,0
429,1,0
430,1,0
431,0,0
432,1,0
433,1,0
434,1,1
435,1,1
436,1,1
437,1,1
438,1,0
439,0,0
440,0,1
441,1,1
442,0,0
443,1,0
444,0,1
445,0,1
446,0,1
447,1,1
448,0,0
449,1,1
450,1,1
451,0,1
452,1,1
453,0,0
454,1,0
455,0,0
456,1,0
457,1,0
458,0,0
459,1,0
460,0,1
461,0,0
462,1,0
463,0,1
464,1,1
465,1,0
466,1,1
467,0,0
468,1,0
469,0,1
470,1,1
471,1,1
472,1,1
473,1,1
474,1,1
475,0,1
476,1,0
477,1,0
478,1,1
479,0,0
480,0,0
481,1,1
482,0,0
483,0,1
484,1,1
485,0,1
486,0,1
487,1,0
488,1,1
489,0,0
490,1,0
491,1,0
492,1,0
493,1,0
494,1,1
495,1,1
496,1,0
497,1,0
498,0,1
499,0,1
500,0,0
501,0,0
502,1,1
503,1,0
504,1,0
505,0,1
506,1,1
507,0,1
508,1,1
509,0,0
510,1,1
511,1,0
512,0,1
513,1,1
514,0,0
515,0,1
516,1,1
517,0,1
518,1,0
519,1,1
520,1,0
521,0,0
522,1,1
523,1,0
524,1,1
525,0,0
526,1,1
527,0,1
528,1,0
529,0,1
530,0,1
531,1,1
532,0,0
533,0,1
534,0,0
535,1,1
536,0,1
537,1,1
538,0,0
539,0,0
540,0,0
541,1,0
542,1,0
543,1,0
544,0,1
545,1,1
546,1,1
547,1,1
548,0,1
549,1,0
550,0,1
551,0,1
