,true,pred
309,0,1
310,1,1
311,0,0
312,1,1
313,1,0
314,0,0
315,0,0
316,1,0
317,1,1
318,0,0
319,0,1
320,1,1
321,1,1
322,1,1
323,1,1
324,0,1
325,1,1
326,1,0
327,1,0
328,1,1
329,1,0
330,1,0
331,0,1
332,0,0
333,0,0
334,1,0
335,0,1
336,1,0
337,1,0
338,1,0
339,1,0
340,0,0
341,1,1
342,0,0
343,0,1
344,1,1
345,0,0
346,0,0
347,0,1
348,1,1
349,0,0
350,0,0
351,0,0
352,1,1
353,1,0
354,1,0
355,0,1
356,1,0
357,0,1
358,1,0
359,1,1
360,0,1
361,0,0
362,1,0
363,0,1
364,0,0
365,1,1
366,1,0
367,1,0
368,0,1
369,0,0
370,1,1
371,0,0
372,1,0
373,0,1
374,1,1
375,1,0
376,1,1
377,1,1
378,1,0
379,0,0
380,1,0
381,1,1
382,1,0
383,1,0
384,1,1
385,1,1
386,1,0
387,1,1
388,0,1
389,1,1
390,1,0
391,1,1
392,0,0
393,0,1
394,0,1
395,1,1
396,0,0
397,0,0
398,1,0
399,0,0
400,0,0
401,0,0
402,0,0
403,0,0
404,1,0
405,0,1
406,0,0
407,1,0
408,0,1
409,0,1
410,0,0
411,0,0
412,1,0
413,0,0
414,0,1
415,1,0
416,1,1
417,1,1
418,0,0
419,1,1
420,0,1
421,0,1
422,1,0
423,1,0
424,1,1
425,1,0
426,1,1
427,1,1
428,1,1
429,1,0
430,0,0
431,0,1
432,1,1
433,1,0
434,0,1
435,1,0
436,0,1
437,0,1
438,0,1
439,1,0
440,1,0
441,0,0
442,1,1
443,1,0
444,0,1
445,1,1
446,1,1
447,0,1
448,1,0
449,1,0
450,1,1
451,0,0
452,0,0
453,1,0
454,1,0
455,1,0
456,0,1
457,1,0
458,0,1
459,1,1
460,0,0
461,0,1
462,1,0
463,1,0
464,1,1
465,0,0
466,1,0
467,1,0
468,1,1
469,0,1
470,0,0
471,1,1
472,0,1
473,1,0
474,0,0
475,1,0
476,1,0
477,1,0
478,1,0
479,1,0
480,0,0
481,0,1
482,1,0
483,1,1
484,1,1
485,1,0
486,1,0
487,0,0
488,0,0
489,0,0
490,1,0
491,1,1
492,0,0
493,0,0
494,0,1
495,1,0
496,0,0
497,0,1
498,1,0
499,0,0
500,0,0
501,0,0
502,1,0
503,1,0
504,0,1
505,1,0
506,1,1
507,1,0
508,0,0
509,0,0
510,1,0
511,0,1
512,0,1
513,0,0
514,0,0
515,1,0
516,1,1
517,0,0
518,0,1
519,1,0
520,0,0
521,0,1
522,0,0
523,1,1
524,0,0
525,0,1
526,1,0
527,1,1
528,1,0
529,0,1
530,0,0
531,0,1
532,1,1
533,1,0
534,1,1
535,1,0
536,1,1
537,1,1
538,1,0
539,1,0
540,1,1
541,0,1
